2026-08-07 16:02:25,111 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
2026-08-07 16:05:58,671 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:58] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:05:59,711 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:59] "GET /admin/equipe HTTP/1.1" 200 -
2026-08-07 16:05:59,724 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:59] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:05:59,731 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:59] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:05:59,733 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:59] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:05:59,754 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:59] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:05:59,770 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:59] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:06:01,085 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:01] "GET /admin/minha-conta HTTP/1.1" 200 -
2026-08-07 16:06:01,102 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:01] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:06:01,109 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:01] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:06:01,121 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:01] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:06:01,158 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:01] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:06:01,187 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:01] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:06:06,338 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "GET /admin/barbearia HTTP/1.1" 200 -
2026-08-07 16:06:06,349 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:06:06,357 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:06:06,360 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:06:06,384 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:06:06,386 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:06:06,795 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "GET /admin/equipe HTTP/1.1" 200 -
2026-08-07 16:06:06,811 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:06:06,816 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:06:06,818 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:06:06,827 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:06:06,833 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:06] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:06:08,957 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:08] "GET /admin/relatorios HTTP/1.1" 200 -
2026-08-07 16:06:08,978 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:08] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:06:08,988 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:08] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:06:08,992 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:08] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:06:09,007 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:09] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:06:09,045 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:09] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:06:14,162 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:14] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:06:24,689 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:24] "[32mGET /master HTTP/1.1[0m" 302 -
2026-08-07 16:06:24,711 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:24] "GET /master/login HTTP/1.1" 200 -
2026-08-07 16:06:24,735 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:24] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2026-08-07 16:06:24,745 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:24] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:06:34,790 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:34] "[32mPOST /master/login HTTP/1.1[0m" 302 -
2026-08-07 16:06:34,825 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:34] "GET /master HTTP/1.1" 200 -
2026-08-07 16:06:34,838 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:34] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:06:34,839 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:34] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:06:48,729 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:48] "GET /master/empresas HTTP/1.1" 200 -
2026-08-07 16:06:48,751 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:48] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:06:48,761 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:48] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:06:50,752 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:50] "GET /master/planos HTTP/1.1" 200 -
2026-08-07 16:06:50,761 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:50] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:06:50,764 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:50] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:06:54,652 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:54] "GET /master/planos/1/editar HTTP/1.1" 200 -
2026-08-07 16:06:54,662 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:54] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:06:54,667 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:06:54] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:07:00,281 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:00] "GET /master/planos HTTP/1.1" 200 -
2026-08-07 16:07:00,296 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:00] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:07:00,307 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:00] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:07:01,409 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:01] "GET /master/planos/2/editar HTTP/1.1" 200 -
2026-08-07 16:07:01,421 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:01] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:07:01,430 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:01] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:07:12,369 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:12] "GET /master/financeiro HTTP/1.1" 200 -
2026-08-07 16:07:12,378 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:12] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:07:12,380 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:12] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:07:16,528 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:16] "GET /master/planos HTTP/1.1" 200 -
2026-08-07 16:07:16,540 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:16] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:07:16,552 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:07:16] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:29:47,418 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /demo/agendar HTTP/1.1" 200 -
2026-08-07 16:29:47,480 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/main.js?v=2 HTTP/1.1" 200 -
2026-08-07 16:29:47,600 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/servicos.js HTTP/1.1" 200 -
2026-08-07 16:29:47,610 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/horarios.js HTTP/1.1" 200 -
2026-08-07 16:29:47,634 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/fluxo.js HTTP/1.1" 200 -
2026-08-07 16:29:47,665 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/api.js HTTP/1.1" 200 -
2026-08-07 16:29:47,696 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/interface.js HTTP/1.1" 200 -
2026-08-07 16:29:47,705 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/config.js HTTP/1.1" 200 -
2026-08-07 16:29:47,714 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/resumo.js HTTP/1.1" 200 -
2026-08-07 16:29:47,720 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/estado.js HTTP/1.1" 200 -
2026-08-07 16:29:47,729 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:47] "GET /static/js/util.js HTTP/1.1" 200 -
2026-08-07 16:29:49,207 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:49] "[32mGET /admin/relatorios HTTP/1.1[0m" 302 -
2026-08-07 16:29:49,217 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:49] "GET /admin/login HTTP/1.1" 200 -
2026-08-07 16:29:49,250 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:49] "GET /static/css/style.css HTTP/1.1" 200 -
2026-08-07 16:29:58,726 | ERROR | core | Exception on /admin/login [POST]
Traceback (most recent call last):
  File "C:\Users\gustavo.dantas\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\gustavo.dantas\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\gustavo.dantas\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\gustavo.dantas\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "C:\Users\gustavo.dantas\Downloads\bytech_agenda_saas_corrigido\bytech_agenda_saas\routes\auth.py", line 79, in admin_login
    minutos_restantes = minutos_bloqueio_restante(conta)
  File "C:\Users\gustavo.dantas\Downloads\bytech_agenda_saas_corrigido\bytech_agenda_saas\core.py", line 89, in minutos_bloqueio_restante
    bloqueado_ate = conta["bloqueado_ate"] if conta else None
                    ~~~~~^^^^^^^^^^^^^^^^^
IndexError: No item with that key
2026-08-07 16:29:58,768 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:58] "[35m[1mPOST /admin/login HTTP/1.1[0m" 500 -
2026-08-07 16:29:58,793 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:29:58] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2026-08-07 16:30:07,298 | ERROR | core | Exception on /admin/login [POST]
Traceback (most recent call last):
  File "C:\Users\gustavo.dantas\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\gustavo.dantas\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\gustavo.dantas\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\gustavo.dantas\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "C:\Users\gustavo.dantas\Downloads\bytech_agenda_saas_corrigido\bytech_agenda_saas\routes\auth.py", line 79, in admin_login
    minutos_restantes = minutos_bloqueio_restante(conta)
  File "C:\Users\gustavo.dantas\Downloads\bytech_agenda_saas_corrigido\bytech_agenda_saas\core.py", line 89, in minutos_bloqueio_restante
    bloqueado_ate = conta["bloqueado_ate"] if conta else None
                    ~~~~~^^^^^^^^^^^^^^^^^
IndexError: No item with that key
2026-08-07 16:30:07,300 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:30:07] "[35m[1mPOST /admin/login HTTP/1.1[0m" 500 -
2026-08-07 16:30:07,335 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:30:07] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2026-08-07 16:30:11,021 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:30:11] "GET /master HTTP/1.1" 200 -
2026-08-07 16:30:11,031 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:30:11] "GET /static/css/style.css?v=25 HTTP/1.1" 200 -
2026-08-07 16:30:11,051 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:30:11] "GET /static/img/bytech-agenda-icon.png HTTP/1.1" 200 -
2026-08-07 16:30:11,907 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:30:11] "GET /master/empresas HTTP/1.1" 200 -
2026-08-07 16:30:11,919 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:30:11] "[36mGET /static/css/style.css?v=25 HTTP/1.1[0m" 304 -
2026-08-07 16:30:11,921 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:30:11] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:54:19,697 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2026-08-07 16:54:19,703 | INFO | werkzeug | [33mPress CTRL+C to quit[0m
2026-08-07 16:54:26,065 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:26] "[32mGET /admin HTTP/1.1[0m" 302 -
2026-08-07 16:54:26,099 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:26] "GET /admin/login HTTP/1.1" 200 -
2026-08-07 16:54:26,109 | INFO | bytech.worker_embutido | Worker embutido iniciado (intervalo=60s, lote=30).
2026-08-07 16:54:26,151 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:26] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2026-08-07 16:54:26,184 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:26] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:54:29,394 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:29] "[32mPOST /admin/login HTTP/1.1[0m" 302 -
2026-08-07 16:54:29,529 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:29] "GET /admin HTTP/1.1" 200 -
2026-08-07 16:54:29,546 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:29] "GET /static/css/style.css?v=23 HTTP/1.1" 200 -
2026-08-07 16:54:29,557 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:29] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:54:29,568 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:29] "GET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1" 200 -
2026-08-07 16:54:29,575 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:29] "GET /static/css/dashboard-onboarding.css?v=rc1-2 HTTP/1.1" 200 -
2026-08-07 16:54:29,827 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:29] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:54:29,839 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:29] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:54:45,253 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:45] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:54:45,832 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:45] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:54:48,378 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "GET /admin/comunicacao/whatsapp HTTP/1.1" 200 -
2026-08-07 16:54:48,391 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:54:48,405 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:54:48,412 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:54:48,421 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "GET /static/css/whatsapp.css?v=rc2-4 HTTP/1.1" 200 -
2026-08-07 16:54:48,428 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:54:48,445 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "GET /static/js/whatsapp.js?v=rc2-4 HTTP/1.1" 200 -
2026-08-07 16:54:48,463 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:54:48,478 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:48] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:54:56,748 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:54:56] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:55:04,760 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:55:04] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:55:12,757 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:55:12] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:55:20,747 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:55:20] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:55:28,746 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:55:28] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:55:36,756 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:55:36] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:55:44,746 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:55:44] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:56:07,599 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:07] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:56:07,601 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:07] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:56:07,614 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:07] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:56:08,461 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:56:08,479 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:56:08,641 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "GET /admin/crm HTTP/1.1" 200 -
2026-08-07 16:56:08,649 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:56:08,655 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:56:08,657 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:56:08,678 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "GET /static/css/crm-dashboard.css?v=1 HTTP/1.1" 200 -
2026-08-07 16:56:08,705 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "GET /static/js/crm-dashboard.js?v=1 HTTP/1.1" 200 -
2026-08-07 16:56:08,758 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:56:08,767 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:56:08] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:57:52,312 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:52] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:57:52,767 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:52] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:57:53,327 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:53] "GET /admin HTTP/1.1" 200 -
2026-08-07 16:57:53,338 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:53] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:57:53,350 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:53] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:57:53,351 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:53] "[36mGET /static/css/dashboard-onboarding.css?v=rc1-2 HTTP/1.1[0m" 304 -
2026-08-07 16:57:53,353 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:53] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:57:53,377 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:53] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:57:53,382 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:53] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:57:58,814 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:58] "GET /admin/crm HTTP/1.1" 200 -
2026-08-07 16:57:58,824 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:58] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:57:58,832 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:57:58] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
